date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:33	638/638	---M--	200	added ('OK')	image/png	etag:%2227e-5fa392de7a646%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/france-90x60-1.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/france-90x60-1.png	(from https://outsourcing.britenet.eu/)
16:15:34	639/639	---M--	200	added ('OK')	image/png	etag:%2227f-5fa392ee00c4b%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/germany-100x60-1.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/germany-100x60-1.png	(from https://outsourcing.britenet.eu/)
16:15:35	733/733	---M--	200	added ('OK')	image/png	etag:%222dd-5fa392fd14e2f%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/switzerland-60x60-1.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/switzerland-60x60-1.png	(from https://outsourcing.britenet.eu/)
16:15:35	2777/2777	---M--	200	added ('OK')	image/png	etag:%22ad9-5fa393207dda6%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/australia-120x60-1.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/australia-120x60-1.png	(from https://outsourcing.britenet.eu/)
16:15:36	101197/101197	---M--	200	added ('OK')	image/jpeg	etag:%2218b4d-5fab8cd6266a5%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/05/driivz-liro-shemo-400x300-1.jpg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/05/driivz-liro-shemo-400x300-1.jpg	(from https://outsourcing.britenet.eu/)
16:15:36	71387/71387	---M--	200	added ('OK')	image/jpeg	etag:%22116db-5fab884213af2%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/05/eductaion-first-ef-400x300-anuj.jpg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/05/eductaion-first-ef-400x300-anuj.jpg	(from https://outsourcing.britenet.eu/)
16:15:37	76934/76934	---M--	200	added ('OK')	image/jpeg	etag:%2212c86-5fab8bc3d0e43%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/05/aercap-400x300-koletzki.jpg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/05/aercap-400x300-koletzki.jpg	(from https://outsourcing.britenet.eu/)
16:15:38	17567/17567	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2030%20Oct%202023%2006:16:57%20GMT	https://widget.clutch.co/static/js/widget.js	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/widget.clutch.co/static/js/widget.js	(from https://outsourcing.britenet.eu/)
16:15:38	16331/16331	---M--	200	added ('OK')	image/png	etag:%223fcb-5fa3c462738a8%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Amazon-Web-Services-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Amazon-Web-Services-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:39	9641/9641	---M--	200	added ('OK')	image/png	etag:%2225a9-5fa3c4622990f%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Azure-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Azure-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:40	13804/13804	---M--	200	added ('OK')	image/png	etag:%2235ec-5fa3c461809ec%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Java-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Java-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:41	10829/10829	---M--	200	added ('OK')	image/png	etag:%222a4d-5fa3c461d49ae%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Google-Cloud-Platform-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Google-Cloud-Platform-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:42	8875/8875	---M--	200	added ('OK')	image/png	etag:%2222ab-5fa3c460f66fa%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Python-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Python-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:42	4234/4234	---M--	200	added ('OK')	image/png	etag:%22108a-5fbcc60bbfd5c%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/05/3_dot-net-300x187.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/05/3_dot-net-300x187.png	(from https://outsourcing.britenet.eu/)
16:15:43	12264/12264	---M--	200	added ('OK')	image/png	etag:%222fe8-5fa4b32de2749%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/16_mulesoft-300x186.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/16_mulesoft-300x186.png	(from https://outsourcing.britenet.eu/)
16:15:44	12483/12483	---M--	200	added ('OK')	image/png	etag:%2230c3-5fa4b32d8c078%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/17_salesforce-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/17_salesforce-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:45	10781/10781	---M--	200	added ('OK')	image/png	etag:%222a1d-5fa4b32d015b6%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/18_salesforce-community-cloud-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/18_salesforce-community-cloud-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:46	12185/12185	---M--	200	added ('OK')	image/png	etag:%222f99-5fa4b32c1833b%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/20_salesforce-service-cloud-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/20_salesforce-service-cloud-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:47	7828/7828	---M--	200	added ('OK')	image/png	etag:%221e94-5fa4b49d06539%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/9_angular-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/9_angular-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:47	12719/12719	---M--	200	added ('OK')	image/png	etag:%2231af-5fa4b49cbe0f8%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/10_node-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/10_node-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:48	11445/11445	---M--	200	added ('OK')	image/png	etag:%222cb5-5fa4b49c55916%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/11_react-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/11_react-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:49	12114/12114	---M--	200	added ('OK')	image/png	etag:%222f52-5fa4b49c174fe%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/12_type-script-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/12_type-script-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:49	17815/17815	---M--	200	added ('OK')	image/png	etag:%224597-5fa4b4d8da8b3%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/13_cypress-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/13_cypress-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:50	14741/14741	---M--	200	added ('OK')	image/png	etag:%223995-5fa4b4d8747e1%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/14_apache_jmeter-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/14_apache_jmeter-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:51	9073/9073	---M--	200	added ('OK')	image/png	etag:%222371-5fa4b4d81b230%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/15_selenium-300x186.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/15_selenium-300x186.png	(from https://outsourcing.britenet.eu/)
16:15:52	8947/8947	---M--	200	added ('OK')	image/png	etag:%2222f3-5fa4b50f65ba8%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/21_adobe-xd-300x186.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/21_adobe-xd-300x186.png	(from https://outsourcing.britenet.eu/)
16:15:53	5997/5997	---M--	200	added ('OK')	image/png	etag:%22176d-5fa4b50f23527%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/22_figma-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/22_figma-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:54	4596/4596	---M--	200	added ('OK')	image/png	etag:%2211f4-5fa4b50e76f55%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/23_framer-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/23_framer-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:54	10342/10342	---M--	200	added ('OK')	image/png	etag:%222866-5fa4b50e25e74%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/24_hotjar-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/24_hotjar-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:55	5989/5989	---M--	200	added ('OK')	image/png	etag:%221765-5fa4b547190e6%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/6_azure-ml-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/6_azure-ml-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:56	5724/5724	---M--	200	added ('OK')	image/png	etag:%22165c-5fa4b546dc43d%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/7_power-bi-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/7_power-bi-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:57	5294/5294	---M--	200	added ('OK')	image/png	etag:%2214ae-5fa4b5468a3bc%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/8_tableau-300x185.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/8_tableau-300x185.png	(from https://outsourcing.britenet.eu/)
16:15:58	12745/12745	---M--	200	added ('OK')	image/png	etag:%2231c9-5fa4bdd2b23a6%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/7_50-technologies-1024x146.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/7_50-technologies-1024x146.png	(from https://outsourcing.britenet.eu/)
16:15:58	29245/29245	---M--	200	added ('OK')	image/png	etag:%22723d-5fa24c06e7cdb%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Robert-Kwapiszewski.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Robert-Kwapiszewski.png	(from https://outsourcing.britenet.eu/)
16:15:58	26049/26049	---M--	200	added ('OK')	image/png	etag:%2265c1-5fa24c21dcf3d%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Karol-Chomik.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Karol-Chomik.png	(from https://outsourcing.britenet.eu/)
16:15:59	25465/25465	---M--	200	added ('OK')	image/png	etag:%226379-5fa24c21acdb4%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Jakub-Katny.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Jakub-Katny.png	(from https://outsourcing.britenet.eu/)
16:15:59	31061/31061	---M--	200	added ('OK')	image/png	etag:%227955-5fa24c22c8cb0%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Piotr-Wegner.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Piotr-Wegner.png	(from https://outsourcing.britenet.eu/)
16:15:59	27018/27018	---M--	200	added ('OK')	image/png	etag:%22698a-5fa24c2189f1b%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Daniel-Wojcikowski.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Daniel-Wojcikowski.png	(from https://outsourcing.britenet.eu/)
16:16:00	27523/27523	---M--	200	added ('OK')	image/png	etag:%226b83-5fa24c215053b%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Beata-Bednarek.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Beata-Bednarek.png	(from https://outsourcing.britenet.eu/)
16:16:00	27162/27162	---M--	200	added ('OK')	image/png	etag:%226a1a-5fa24c204b957%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/Adam-Siwek.png	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/Adam-Siwek.png	(from https://outsourcing.britenet.eu/)
16:16:01	28450/28450	---M--	200	added ('OK')	image/jpeg	etag:%226f22-5fab647e194c3%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/05/Michal-Tomasik-500x500-2-300x300.jpg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/05/Michal-Tomasik-500x500-2-300x300.jpg	(from https://outsourcing.britenet.eu/)
16:16:01	4689/4689	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Dec%202023%2015:16:00%20GMT	https://outsourcing.britenet.eu/cdn-cgi/l/email-protection	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/cdn-cgi/l/email-protection.html	(from https://outsourcing.britenet.eu/)
16:16:01	3001/3001	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bb9-5f9d7d3acce51%22	https://outsourcing.britenet.eu/wp-content/uploads/2023/04/btn_nav_white.svg	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/uploads/2023/04/btn_nav_white.svg	(from https://outsourcing.britenet.eu/)
16:16:01	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226581a422-4d7%22	https://outsourcing.britenet.eu/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://outsourcing.britenet.eu/)
16:16:02	10770/10770	---M-Z	200	added ('OK')	application/javascript	etag:%222a12-60a191018d358-gzip%22	https://outsourcing.britenet.eu/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8.2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/contact-form-7/includes/swv/js/index080f.js	(from https://outsourcing.britenet.eu/)
16:16:03	12943/12943	---M-Z	200	added ('OK')	application/javascript	etag:%22328f-60a191018c7a0-gzip%22	https://outsourcing.britenet.eu/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8.2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/contact-form-7/includes/js/index080f.js	(from https://outsourcing.britenet.eu/)
16:16:04	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/popper.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/popper.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:05	60010/60010	---M-Z	200	added ('OK')	application/javascript	etag:%22ea6a-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/bootstrap.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/bootstrap.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:05	1327/1327	---M-Z	200	added ('OK')	application/javascript	etag:%2252f-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/equal-height.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/equal-height.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:06	4474/4474	---M-Z	200	added ('OK')	application/javascript	etag:%22117a-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.appear.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.appearaec2.js	(from https://outsourcing.britenet.eu/)
16:16:07	5599/5599	---M-Z	200	added ('OK')	application/javascript	etag:%2215df-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.easing.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.easing.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:08	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.magnific-popup.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.magnific-popup.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:09	15253/15253	---M-Z	200	added ('OK')	application/javascript	etag:%223b95-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/modernizr.custom.13711.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/modernizr.custom.13711aec2.js	(from https://outsourcing.britenet.eu/)
16:16:10	42767/42767	---M-Z	200	added ('OK')	application/javascript	etag:%22a70f-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/owl.carousel.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/owl.carousel.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:11	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/wow.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/wow.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:12	504/504	---M-Z	200	added ('OK')	application/javascript	etag:%221f8-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/progress-bar.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/progress-bar.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:12	35722/35722	---M-Z	200	added ('OK')	application/javascript	etag:%228b8a-5f9844eea18c6-gzip%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min.js?ver=6.9.0	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.mine1b2.js	(from https://outsourcing.britenet.eu/)
16:16:14	5520/5520	---M-Z	200	added ('OK')	application/javascript	etag:%221590-602a9bd204080-gzip%22	https://outsourcing.britenet.eu/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-includes/js/imagesloaded.minbb93.js	(from https://outsourcing.britenet.eu/)
16:16:14	2621/2621	---M-Z	200	added ('OK')	application/javascript	etag:%22a3d-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/count-to.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/count-toaec2.js	(from https://outsourcing.britenet.eu/)
16:16:15	45216/45216	---M-Z	200	added ('OK')	application/javascript	etag:%22b0a0-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/YTPlayer.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/YTPlayer.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:16	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22b7e-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.nice-select.min.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/jquery.nice-select.minaec2.js	(from https://outsourcing.britenet.eu/)
16:16:17	27323/27323	---M-Z	200	added ('OK')	application/javascript	etag:%226abb-5ea50b2b45800-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/bootsnav.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/bootsnavaec2.js	(from https://outsourcing.britenet.eu/)
16:16:18	15350/15350	---M-Z	200	added ('OK')	application/javascript	etag:%223bf6-5fb2e03df2418-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/main.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/mainaec2.js	(from https://outsourcing.britenet.eu/)
16:16:19	13276/13276	---M-Z	200	added ('OK')	application/javascript	etag:%2233dc-5f997e3c0e200-gzip%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/webfont.js?ver=6.4.1	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/js/webfontaec2.js	(from https://outsourcing.britenet.eu/)
16:16:19	20315/20315	---M-Z	200	added ('OK')	application/javascript	etag:%224f5b-5f9844ee9e9e6-gzip%22	https://outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.9.0	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.mine1b2.js	(from https://outsourcing.britenet.eu/)
16:16:21	115052/115052	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c16c-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.eot	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:22	115052/115052	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221c16c-5ea5e6876e100%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.eot?	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400d41d.eot	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:22	78580/78580	---M--	200	added ('OK')	font/woff2	etag:%22132f4-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.woff2	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.woff2	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
16:16:23	92216/92216	---M--	200	added ('OK')	font/woff	etag:%2216838-5cf0cfc7a8b80%22	https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.woff	C:/Users/hp/Desktop/Aldehyde%20Solutions/Aldehyde%20Solutions/outsourcing.britenet.eu/wp-content/themes/tanda/tanda/fonts/fa-brands-400.woff	(from https://outsourcing.britenet.eu/wp-content/themes/tanda/tanda/css/font-awesome.min.css?ver=6.4.1)
